Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20150709X65917 | Accident | CEN15LA301 | 07/08/2015 | Oakdale, LA | United States |  |  |  |  | Non-Fatal | Substantial | Airplane | N3949K | PIPER | PA 28-140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 |  |  |  | TAKEOFF | Preliminary | 08/21/2015 | 
20150728X50123 | Accident | ERA15WA284 | 07/07/2015 | Baykalsk, Russia | Russia | 51.065278 | 104.054722 |  | N/A | Non-Fatal | Substantial | Helicopter |  | ROBINSON | R66 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  |  | 2 |  |  |  | LANDING | Foreign |  | 
20150707X22207 | Accident | ERA15FA259B | 07/07/2015 | Moncks Corner, SC | United States | 33.160833 | -79.991111 |  | N/A | Fatal(2) | Destroyed | Airplane | 96-0085 | LOCKHEED-MARTIN | F-16CM | No |  | Turbo Fan | Armed Forces |  |  |  | 2 |  |  | 1 | VMC | APPROACH | Preliminary | 07/17/2015 | 
20150707X22207 | Accident | ERA15FA259A | 07/07/2015 | Moncks Corner, SC | United States | 33.160833 | -79.991111 |  | N/A | Fatal(2) | Destroyed | Airplane | N3601V | CESSNA | 150M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  | 1 | VMC | CLIMB | Preliminary | 07/17/2015 | 
20150810X40745 | Incident | ENG15WA029 | 07/07/2015 | Niigata, Japan | Japan |  |  |  | N/A | Incident |  | Airplane |  | EMBRAER | ERJ170 - 200STD | No |  |  |  |  |  |  |  |  |  |  | UNK | CLIMB | Foreign |  | 
20150707X10125 | Accident | CEN15LA298 | 07/07/2015 | Houston, TX | United States | 29.972500 | -95.451111 | IAH | GEORGE BUSH INTERCONTINENTAL/H | Non-Fatal | Substantial | Airplane | N422PB | CIRRUS DESIGN CORP | SR22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Executive/Corporate |  |  |  | 2 |  | VMC | TAKEOFF | Preliminary | 07/14/2015 | 
20150708X82242 | Accident | ANC15CA047 | 07/07/2015 | Elfin Cove, AK | United States |  |  |  |  |  |  |  | N543SR | PROGRESSIVE AERODYNE INC | SEAREY LSA |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150709X73022 | Accident | GAA15CA173 | 07/06/2015 | Athens, TN | United States | 35.403889 | -84.558889 | MMI | MCMINN COUNTY | Non-Fatal | Substantial | Airplane | N234CF | CESSNA | 182 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAXI | Probable Cause | 09/11/2015 | 
20150707X14422 | Accident | ERA15WA260 | 07/06/2015 | Pskov, Russia | Russia | 57.766667 | 28.383334 |  | Pskov | Non-Fatal | Substantial | Airplane | N642RM | QUEST AIRCRAFT COMPANY LLC | KODIAC 100 | No | 1 | Turbo Prop | Non-U.S., Non-Commercial |  | Unknown |  |  |  |  | 2 |  | TAKEOFF | Foreign |  | 
20150707X05738 | Accident | ERA15LA258 | 07/06/2015 | Oneonta, NY | United States | 42.633334 | -74.066667 |  | N/A | Non-Fatal | Substantial | Airplane | N59024 | CESSNA | T210L | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC |  | Preliminary | 07/14/2015 | 
20150731X44501 | Incident | WPR15WA225 | 07/05/2015 | Tamuning, GU | United States | 13.483889 | 144.796944 |  |  | Incident | Minor | Airplane | NHL8224 | BOEING | 737-800 | No |  |  |  |  |  |  |  |  |  | 82 |  | LANDING | Foreign |  | 
20150710X24450 | Accident | GAA15CA176 | 07/05/2015 | Montgomery, NY | United States | 41.508333 | -74.267778 | MGJ | ORANGE COUNTY | Non-Fatal | Substantial | Airplane | N163PH | EVEKTOR-AEROTECHNIK AS | SPORTSTAR SL | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150708X95117 | Accident | CEN15WA299 | 07/05/2015 | Kempton, Germany, Germany | Germany |  |  |  |  | Fatal(1) | Substantial | Airplane | N4708W | ROCKWELL INTERNATIONAL | 112TCA | No | 1 |  |  |  |  |  | 1 | 1 |  |  |  | TAKEOFF | Foreign |  | 
20150707X13004 | Accident | CEN15LA296 | 07/05/2015 | Chico, TX | United States | 33.290000 | -97.836111 |  |  | Non-Fatal | Substantial | Airplane | N257B | COLONIAL | C 1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | TAKEOFF | Preliminary | 07/10/2015 | 
20150706X20035 | Accident | CEN15CA293 | 07/05/2015 | Crawfordsville, IN | United States | 39.975556 | -86.919723 |  | N/A | Non-Fatal | Substantial | Airplane | N625EH | CESSNA | A188B | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Probable Cause | 08/12/2015 | 
20150704X24851 | Accident | WPR15FA208 | 07/04/2015 | Salem, OR | United States | 44.919167 | -123.007222 | SLE | McNary Field | Fatal(1) | Substantial | Airplane | N5608Q | MOONEY | M20E | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | GO-AROUND | Preliminary | 07/09/2015 | 
20150704X21503 | Accident | WPR15CA207 | 07/04/2015 | Carlsbad, CA | United States |  |  |  |  |  |  |  | N8075P | PIPER | PA 18-150 |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150716X23930 | Accident | GAA15CA186 | 07/04/2015 | Arcadia, FL | United States | 27.195555 | -81.837222 | X06 | ARCADIA MUNI | Non-Fatal | Substantial | Airplane | N3274U | PIPER | J3C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Factual | 09/08/2015 | 
20150714X25105 | Accident | GAA15CA178 | 07/04/2015 | Newton, KS | United States | 38.055833 | -97.276389 | EWK | NEWTON-CITY-COUNTY | Non-Fatal | Substantial | Airplane | N7985P | PIPER | PA 24-250 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 09/11/2015 | 
20150708X72934 | Accident | GAA15CA165 | 07/04/2015 | Comanche, OK | United States | 34.313333 | -97.996389 | None | Wildlife Ranch (Pvt.) | Non-Fatal | Substantial | Airplane | N317MA | AVIAT AIRCRAFT INC | A-1C-180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 09/11/2015 | 
20150704X65647 | Accident | CEN15FA291 | 07/04/2015 | Portland, TX | United States | 27.876111 | -97.303056 |  | N/A | Fatal(2) | Substantial | Airplane | N10497 | CHAMPION | 7BCM | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | MANEUVERING | Preliminary | 07/13/2015 | 
20150706X51606 | Accident | ANC15LA046 | 07/04/2015 | Anchorage, AK | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | N4861D | CESSNA | 182 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | CRUISE | Preliminary | 07/20/2015 | 
20150714X52342 | Accident | GAA15CA182 | 07/03/2015 | Llano, TX | United States | 30.782500 | -98.661944 | AQO | LLANO MUNI | Non-Fatal | Substantial | Airplane | N71108 | SILVAIRE | LUSCOMBE 8A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Factual | 09/04/2015 | 
20150714X05416 | Accident | GAA15CA177 | 07/03/2015 | Hartford, WI | United States | 43.346944 | -88.389444 | HXF | HARTFORD MUNI | Non-Fatal | Substantial | Glider | N39KG | CENTRAIR | 101A | No |  |  | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Probable Cause | 08/12/2015 | 
20150707X72048 | Accident | GAA15CA162 | 07/03/2015 | Lubbock, TX | United States | 33.653889 | -101.828889 | LBB | LUBBOCK PRESTON SMITH INTL | Non-Fatal | Substantial | Airplane | N6326J | CESSNA | 172N | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150706X05023 | Accident | CEN15LA292 | 07/03/2015 | Shenandoah, TX | United States | 30.185833 | -95.447500 |  | N/A | Non-Fatal | Substantial | Airplane | N2320U | CESSNA | 172D | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Preliminary | 07/10/2015 | 
20150703X00859 | Accident | CEN15FA290 | 07/03/2015 | Frisco, CO | United States | 39.568611 | -106.079445 | 91CO | SUMMIT MEDICAL CENTER | Fatal(1) | Destroyed | Helicopter | N390LG | AIRBUS HELICOPTERS INC | AS350B3E | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | AIR METHODS CORP | 1 | 2 |  |  | VMC | TAKEOFF | Preliminary | 07/08/2015 | 
20150703X93830 | Accident | CEN15FA289 | 07/03/2015 | Bartlett, IL | United States |  |  |  | N/A | Fatal(1) | Destroyed | Airplane | N62681 | CESSNA | 172P | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | CRUISE | Preliminary | 07/08/2015 | 
20150722X52014 | Accident | CEN15CA312 | 07/03/2015 | Somerset, CO | United States | 38.988889 | -107.348333 |  | N/A | Non-Fatal | Substantial | Helicopter | N974BR | EUROCOPTER | EC 130 B4 | No | 1 | Turbo Jet | Part 135: Air Taxi & Commuter | NSCH |  | JAYHAWK INC (DBA: Aspen Heli Charter) |  |  |  | 5 | VMC | MANEUVERING | Probable Cause | 09/11/2015 | 
20150703X14100 | Accident | ANC15LA044 | 07/03/2015 | Wasilla, AK | United States | 61.505278 | -149.360000 | 77AK | Tidewater Airport | Non-Fatal | Substantial | Airplane | N9189D | PIPER | PA-18 | No | 1 | Reciprocating | Part 91: General Aviation |  | Flight Test |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 07/20/2015 | 
20150703X34853 | Accident | WPR15FA206 | 07/02/2015 | Carey, ID | United States | 43.230278 | -113.597222 |  | N/A | Fatal(1) | Destroyed | Airplane | N8195C | PIPER | PA 22-135 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | UNKNOWN | Preliminary | 07/10/2015 | 
20150709X34206 | Accident | GAA15CA170 | 07/02/2015 | Oak Island, NC | United States | 33.933056 | -78.071389 | SUT | CAPE FEAR RGNL JETPORT/HOWIE F | Non-Fatal | Substantial | Airplane | N2080Q | CESSNA | T182T | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150708X00559 | Accident | GAA15CA164 | 07/02/2015 | Twin Falls, ID | United States | 42.550000 | -114.520000 |  | N/A | Non-Fatal | Substantial | Airplane | N8086C | PIPER | PA 18-135 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Probable Cause | 09/11/2015 | 
20150706X63628 | Accident | GAA15CA157B | 07/02/2015 | Provo, UT | United States | 40.245555 | -111.664167 |  | N/A | Non-Fatal |  | Unknown | N11UW | BALONY KUBICEK SPOL SRO | BB30Z | No |  |  | Part 91: General Aviation |  | Personal |  |  |  | 1 | 5 | VMC | TAKEOFF | Probable Cause | 08/12/2015 | 
20150706X63628 | Accident | GAA15CA157A | 07/02/2015 | Provo, UT | United States | 40.245555 | -111.664167 |  | N/A | Non-Fatal | Substantial | Balloon | N7148P | BALLOON WORKS | FIREFLY8 - 24 | No | 1 | None | Part 91: General Aviation |  | Personal |  |  |  | 1 | 5 | VMC | TAKEOFF | Probable Cause | 08/12/2015 | 
20150708X21807 | Accident | CEN15LA300 | 07/02/2015 | Fort Carson, CO | United States |  |  |  |  | Non-Fatal |  | Balloon | N210GB | BALONY KUBICEK SPOL | BB60Z | No | 2 |  | Part 91: General Aviation |  | Business |  |  | 2 | 6 |  | VMC | LANDING | Preliminary | 07/14/2015 | 
20150702X24434 | Accident | WPR15FA205 | 07/01/2015 | Newberg, OR | United States | 45.329167 | 123.069723 | 17S | Chehalem Airpark | Fatal(2) | Destroyed | Helicopter | N2096W | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 2 |  |  |  | VMC |  | Preliminary | 07/08/2015 | 
20150701X20227 | Accident | WPR15FA204 | 07/01/2015 | Asotin, WA | United States | 46.242500 | -117.081111 |  | N/A | Fatal(2) | Destroyed | Helicopter | N9490F | HUGHES | 269C | No |  |  | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | MANEUVERING | Preliminary | 07/17/2015 | 
20150723X10513 | Accident | GAA15CA196 | 07/01/2015 | Forest City, SD | United States |  |  |  |  |  |  |  | N824DK | ROBINSON HELICOPTER COMPANY | R44 II |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150708X94019 | Accident | GAA15CA168 | 07/01/2015 | Saratoga, WY | United States | 41.445833 | -106.820834 | SAA | SHIVELY FIELD | Non-Fatal | Substantial | Airplane | N60691 | CESSNA | A188B | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150701X63959 | Accident | GAA15CA153 | 07/01/2015 | Mackay, ID | United States | 43.782500 | -113.781945 |  | N/A | Non-Fatal | Substantial | Airplane | N9887U | GRUMMAN AMERICAN AVN. CORP. | AA 5A | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | CRUISE | Probable Cause | 08/11/2015 | 
20150703X91507 | Accident | ERA15LA257 | 07/01/2015 | Galax Hillsville, VA | United States | 36.772500 | -80.821389 | HLX | Twin County Airport | Non-Fatal | Substantial | Airplane | N43503 | PIPER | PA-28-151 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 | 1 | VMC | APPROACH | Preliminary | 07/14/2015 | 
20150706X41332 | Accident | CEN15LA294 | 07/01/2015 | Louisburg, KS | United States | 38.562500 | -94.625278 | NONE | Random Ranch | Non-Fatal | Substantial | Airplane | N44SN | BOEING | A75N1 (PT17) | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 07/14/2015 | 
20150701X23218 | Accident | CEN15FA287 | 07/01/2015 | Quinlan, TX | United States | 32.948055 | -96.092777 | T14 | ROCKIN M | Fatal(2) | Destroyed | Airplane | N6168P | PIPER | PA 24-250 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | MANEUVERING | Preliminary | 07/08/2015 | 
20150701X21125 | Accident | WPR15LA203 | 06/30/2015 | Salt Lake City, UT | United States | 40.786389 | -111.973334 | SLC | Salt Lake City Intl Airport | Non-Fatal | Substantial | Airplane | N6199D | BEECH | C 99 | No |  |  | Part 135: Air Taxi & Commuter | SCHD |  | Ameriflight |  |  |  | 2 | VMC | TAKEOFF | Preliminary | 07/06/2015 | 
20150714X51846 | Accident | GAA15CA183 | 06/30/2015 | Cahokia, IL | United States | 38.571389 | -90.159722 | CPS | ST LOUIS DOWNTOWN | Non-Fatal | Substantial | Airplane | N3888C | CESSNA | 180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Flight Test |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150630X70800 | Accident | GAA15CA150 | 06/30/2015 | Rio Vista, CA | United States | 38.195000 | -121.708611 | O88 | RIO VISTA MUNI | Non-Fatal | Substantial | Airplane | N739WW | CESSNA | TR182 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 1 | 2 | VMC |  | Probable Cause | 08/11/2015 | 
20150630X85451 | Accident | ERA15CA256 | 06/30/2015 | Raymond, MS | United States | 32.304444 | -90.410556 | JVW | John Bell Williams Airport | Non-Fatal | Substantial | Airplane | N4027V | CESSNA | 170 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | APPROACH | Probable Cause | 08/11/2015 | 
20150630X05144 | Accident | WPR15LA201 | 06/29/2015 | Oak Harbor, WA | United States |  |  | OKH | AJ EISENBERG | Non-Fatal | Substantial | Airplane | N9980T | CESSNA | 182D | No | 1 | Reciprocating | Part 91: General Aviation |  | Skydiving |  |  | 1 | 1 |  | VMC | APPROACH | Preliminary | 07/06/2015 | 
20150630X71019 | Incident | WPR15IA202 | 06/29/2015 | Kapolei, HI | United States | 21.307222 | -158.070278 | JRF | KALAELOA (JOHN RODGERS FIELD) | Incident | Minor | Airplane | N221LM | SHORT BROS | SD3 60 | No |  |  | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Preliminary | 07/05/2015 | 
20150706X84840 | Accident | GAA15CA158 | 06/29/2015 | Blanding, UT | United States | 37.583334 | -109.483334 | BDG | BLANDING MUNI | Non-Fatal | Substantial | Airplane | N2181X | CESSNA | 337 | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Factual | 09/10/2015 | 
20150629X71354 | Accident | GAA15CA147 | 06/29/2015 | Kailua-Kona, HI | United States | 19.688889 | -155.864444 |  | N/A | Non-Fatal | Substantial | Helicopter | N227FT | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC | LANDING | Factual | 09/09/2015 | 
20150713X90955 | Incident | CEN15WA302 | 06/29/2015 | Hradec Kralove, Czech Republic, Czech Republic | Czech Republic |  |  |  |  | Incident | Minor | Helicopter |  | ROBINSON | R-22 BETA II | No |  |  |  |  |  |  |  |  |  |  |  | CRUISE | Foreign |  | 
20150629X63632 | Accident | CEN15LA286 | 06/29/2015 | Seagoville, TX | United States | 32.690000 | 96.510000 | HQZ | Mesquite Metro | Non-Fatal | Substantial | Airplane | N253DG | DON W GUICE | ZODIAC 601XL | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Preliminary | 07/14/2015 | 
20150706X40903 | Accident | ANC15CA045 | 06/29/2015 | Palmer, AK | United States | 61.309722 | -148.530000 |  | N/A | Non-Fatal | Substantial | Airplane | N808GJ | JOHNSON GARY | PA 18 SUPER CUB KIT | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Factual | 09/08/2015 | 
20150628X82902 | Accident | WPR15FA200 | 06/28/2015 | Corona, CA | United States | 33.822223 | -117.463333 |  | N/A | Fatal(1) | Destroyed | Airplane | N7LM | MANISCALCO | GREAT LAKES | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 | 1 |  |  | VMC | MANEUVERING | Preliminary | 07/06/2015 | 
20150708X81300 | Accident | GAA15CA167 | 06/28/2015 | Durango, CO | United States | 37.203056 | -107.869167 | DRO | DURANGO-LA PLATA COUNTY | Non-Fatal | Substantial | Airplane | N170MW | CESSNA | 170B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAXI | Probable Cause | 09/11/2015 | 
20150630X34507 | Accident | GAA15CA149 | 06/28/2015 | Novato, CA | United States | 38.143611 | -122.556111 | DVO | NOVATO | Non-Fatal | Substantial | Airplane | N9069J | PIPER | PA 28-180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 | 2 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150629X64512 | Accident | GAA15CA146 | 06/28/2015 | Huntsville, AL | United States | 34.859444 | -86.557500 | MDQ | HUNTSVILLE EXECUTIVE AIRPORT T | Non-Fatal | Substantial | Airplane | N19337 | CESSNA | 150L | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150629X60341 | Accident | GAA15CA145B | 06/28/2015 | Idaho Falls, ID | United States | 43.516945 | -112.070000 | IDA | IDAHO FALLS RGNL | Non-Fatal | Minor | Airplane | N16M | BEECH | D17S | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAXI | Probable Cause | 07/29/2015 | 
20150629X60341 | Accident | GAA15CA145A | 06/28/2015 | Idaho Falls, ID | United States | 43.516945 | -112.070000 | IDA | IDAHO FALLS RGNL | Non-Fatal | Substantial | Airplane | N114H | BEECH | D17S | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAXI | Probable Cause | 07/29/2015 | 
20150629X22701 | Accident | GAA15CA144 | 06/28/2015 | Williston, ND | United States | 48.174167 | -103.632778 | ISN | SLOULIN FLD INTL | Non-Fatal | Substantial | Airplane | N8723 | BELLANCA | 7GCBC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Probable Cause | 07/29/2015 | 
20150628X90626 | Accident | ERA15FA254 | 06/28/2015 | Plainville, MA | United States | 42.019723 | -71.363611 | OWD | NORWOOD MEMORIAL | Fatal(3) | Destroyed | Airplane | N5626D | BEECH | A36 | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  | 3 |  |  |  | IMC | DESCENT | Preliminary | 07/13/2015 | 
20150707X14509 | Accident | CEN15LA297 | 06/28/2015 | Galveston, TX | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | N94MC | PIPER | PA 25-235 |  | 1 | Reciprocating | Part 91: General Aviation |  | Banner Tow |  |  | 1 |  |  | VMC | MANEUVERING | Preliminary | 07/08/2015 | 
20150702X05414 | Accident | CEN15LA288 | 06/28/2015 | South Timbalier 127, GM | United States |  |  |  |  | Non-Fatal | Substantial | Helicopter | N311RL | BELL | 407 - NO SERIES | No |  | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | ROTORCRAFT LEASING COMPANY L L C |  | 1 |  |  | VMC | STANDING | Preliminary | 07/13/2015 | 
